Year,Month,Day,Rank,Title,Principal,Collaborator,Peak_position,Weeks_in_chart,Hot,Weight,Gen_Principal,Gen_Collaborator,Principal_Sex,Collaborator_Sex
2020,3,21,1,La Dificil,Bad Bunny,Bad Bunny,1,2,1,0.002696,Reggaeton,Reggaeton,1,1.0
2020,3,21,2,Si Veo A Tu Mama,Bad Bunny,Bad Bunny,1,2,1,0.014857,Reggaeton,Reggaeton,1,1.0
2020,3,21,3,Safaera,Bad Bunny,Nengo Flow,3,2,1,0.006571,Reggaeton,Reggaeton,1,1.0
2020,3,21,3,Safaera,Bad Bunny,Jowell-Randy,3,2,1,0.006571,Reggaeton,Reggaeton,1,1.0
2020,3,21,4,Ignorantes,Bad Bunny,Sech,2,4,1,0.002381,Reggaeton,Reggaeton,1,1.0
2020,3,21,5,La Santa,Bad Bunny,Daddy Yankee,4,2,1,0.004881,Reggaeton,Reggaeton,1,1.0
2020,3,21,6,Vete,Bad Bunny,Bad Bunny,1,16,1,0.008,Reggaeton,Reggaeton,1,1.0
2020,3,21,7,Yo Perreo Sola,Bad Bunny,Bad Bunny,7,2,1,0.002925,Reggaeton,Reggaeton,1,1.0
2020,3,21,8,Pero Ya No,Bad Bunny,Bad Bunny,6,2,1,0.094392,Reggaeton,Reggaeton,1,1.0
2020,3,21,9,Tusa,Karol G,Nicki Minaj,1,18,1,0.002843,Reggaeton,Reggaeton,0,0.0
2020,3,21,10,Bichiyal,Bad Bunny,Yaviah,9,2,1,0.003061,Reggaeton,Reggaeton,1,1.0
2020,3,21,11,Solia,Bad Bunny,Bad Bunny,10,2,1,0.003532,Reggaeton,Reggaeton,1,1.0
2020,3,21,12,Esta Cabron Ser Yo,Bad Bunny,Anuel AA,11,2,0,0.002731,Reggaeton,Reggaeton,1,1.0
2020,3,21,13,RITMO (Bad Boys For Life),Black Eyed Peas,J Balvin,2,21,1,0.005238,English pop,English pop,1,1.0
2020,3,21,14,25/8,Bad Bunny,Bad Bunny,14,2,0,0.003137,Reggaeton,Reggaeton,1,1.0
2020,3,21,15,A Tu Merced,Bad Bunny,Bad Bunny,15,2,0,0.003137,Reggaeton,Reggaeton,1,1.0
2020,3,21,16,La Zona,Bad Bunny,Bad Bunny,14,2,0,0.002381,Reggaeton,Reggaeton,1,1.0
2020,3,21,17,Que Malo,Bad Bunny,Nengo Flow,13,2,0,0.002827,Reggaeton,Reggaeton,1,1.0
2020,3,21,18,Una Vez,Bad Bunny,Mora,17,2,0,0.009135,Reggaeton,Reggaeton,1,1.0
2020,3,21,19,Callaita,Bad Bunny,Tainy,1,41,1,0.006868,Reggaeton,Reggaeton,1,1.0
2020,3,21,20,Amor Tumbado,Natanael Cano,Natanael Cano,4,8,1,0.002698,Regional Mexicana,Regional Mexicana,1,1.0
2020,3,21,21,P FKN R,Bad Bunny,Arcangel,18,2,0,0.094392,Reggaeton,Reggaeton,1,1.0
2020,3,21,21,P FKN R,Bad Bunny,Kendo Kaponi,18,2,0,0.094392,Reggaeton,Reggaeton,1,1.0
2020,3,21,22,No Me Conoce,Jhay Cortez,J Balvin,3,41,1,0.020705,Reggaeton,Reggaeton,1,1.0
2020,3,21,22,No Me Conoce,Jhay Cortez,Bad Bunny,3,41,1,0.020705,Reggaeton,Reggaeton,1,1.0
2020,3,21,23,La Cancion,J Balvin,Bad Bunny,2,36,1,0.003971,Reggaeton,Reggaeton,1,1.0
2020,3,21,24,Fantasias,Rauw Alejandro,Farruko,14,16,1,0.002484,Reggaeton,Reggaeton,1,1.0
2020,3,21,25,Hablamos Manana,Bad Bunny,Duki,22,2,0,0.007701,Reggaeton,Reggaeton,1,1.0
2020,3,21,25,Hablamos Manana,Bad Bunny,Pablo Chil-e,22,2,0,0.007701,Reggaeton,Reggaeton,1,1.0
2020,3,28,1,Si Veo A Tu Mama,Bad Bunny,Bad Bunny,1,3,1,0.01,Reggaeton,Reggaeton,1,1.0
2020,3,28,2,La Dificil,Bad Bunny,Bad Bunny,1,3,1,0.002696,Reggaeton,Reggaeton,1,1.0
2020,3,28,3,Safaera,Bad Bunny,Nengo Flow,3,3,1,0.006571,Reggaeton,Reggaeton,1,1.0
2020,3,28,3,Safaera,Bad Bunny,Jowell-Randy,3,3,1,0.006571,Reggaeton,Reggaeton,1,1.0
2020,3,28,4,Vete,Bad Bunny,Bad Bunny,1,17,1,0.007143,Reggaeton,Reggaeton,1,1.0
2020,3,28,5,Ignorantes,Bad Bunny,Sech,2,5,1,0.002381,Reggaeton,Reggaeton,1,1.0
2020,3,28,6,La Santa,Bad Bunny,Daddy Yankee,4,3,1,0.002381,Reggaeton,Reggaeton,1,1.0
2020,3,28,7,Tusa,Karol G,Nicki Minaj,1,19,1,0.002843,Reggaeton,Reggaeton,0,0.0
2020,3,28,8,Yo Perreo Sola,Bad Bunny,Bad Bunny,7,3,1,0.002381,Reggaeton,Reggaeton,1,1.0
2020,3,28,9,RITMO (Bad Boys For Life),Black Eyed Peas,J Balvin,2,22,1,0.005238,English pop,English pop,1,1.0
2020,3,28,10,Pero Ya No,Bad Bunny,Bad Bunny,6,3,1,0.094392,Reggaeton,Reggaeton,1,1.0
2020,3,28,11,Bichiyal,Bad Bunny,Yaviah,9,3,1,0.003061,Reggaeton,Reggaeton,1,1.0
2020,3,28,12,Solia,Bad Bunny,Bad Bunny,10,3,1,0.003532,Reggaeton,Reggaeton,1,1.0
2020,3,28,13,Esta Cabron Ser Yo,Bad Bunny,Anuel AA,11,3,0,0.002731,Reggaeton,Reggaeton,1,1.0
2020,3,28,14,25/8,Bad Bunny,Bad Bunny,14,3,0,0.003137,Reggaeton,Reggaeton,1,1.0
2020,3,28,15,Amor Tumbado,Natanael Cano,Natanael Cano,4,9,1,0.002698,Regional Mexicana,Regional Mexicana,1,1.0
2020,3,28,16,A Tu Merced,Bad Bunny,Bad Bunny,15,3,0,0.003137,Reggaeton,Reggaeton,1,1.0
2020,3,28,17,Callaita,Bad Bunny,Tainy,1,42,1,0.006868,Reggaeton,Reggaeton,1,1.0
2020,3,28,18,La Zona,Bad Bunny,Bad Bunny,14,3,0,0.002381,Reggaeton,Reggaeton,1,1.0
2020,3,28,19,Fantasias,Rauw Alejandro,Farruko,14,17,1,0.002484,Reggaeton,Reggaeton,1,1.0
2020,3,28,20,No Me Conoce,Jhay Cortez,J Balvin,3,42,1,0.003683,Reggaeton,Reggaeton,1,1.0
2020,3,28,20,No Me Conoce,Jhay Cortez,Bad Bunny,3,42,1,0.003683,Reggaeton,Reggaeton,1,1.0
2020,3,28,21,Que Malo,Bad Bunny,Nengo Flow,13,3,0,0.002827,Reggaeton,Reggaeton,1,1.0
2020,3,28,22,Rojo,J Balvin,J Balvin,22,2,0,0.013884,Reggaeton,Reggaeton,1,1.0
2020,3,28,23,Una Vez,Bad Bunny,Mora,17,3,0,0.009135,Reggaeton,Reggaeton,1,1.0
2020,3,28,24,La Cancion,J Balvin,Bad Bunny,2,37,1,0.003971,Reggaeton,Reggaeton,1,1.0
2020,3,28,25,Despacito,Luis Fonsi,Daddy Yankee,1,164,1,0.005045,Spanish Pop,Spanish Pop,1,1.0
2020,3,28,25,Despacito,Luis Fonsi,Justin Bieber,1,164,1,0.005045,Spanish Pop,Spanish Pop,1,1.0
2020,4,4,1,Si Veo A Tu Mama,Bad Bunny,Bad Bunny,1,4,1,0.01,Reggaeton,Reggaeton,1,1.0
2020,4,4,2,La Dificil,Bad Bunny,Bad Bunny,1,4,1,0.002696,Reggaeton,Reggaeton,1,1.0
2020,4,4,3,Safaera,Bad Bunny,Nengo Flow,3,4,1,0.004348,Reggaeton,Reggaeton,1,1.0
2020,4,4,3,Safaera,Bad Bunny,Jowell-Randy,3,4,1,0.004348,Reggaeton,Reggaeton,1,1.0
2020,4,4,4,Tusa,Karol G,Nicki Minaj,1,20,1,0.006236,Reggaeton,Reggaeton,0,0.0
2020,4,4,5,Amarillo,J Balvin,J Balvin,5,1,0,0.002698,Reggaeton,Reggaeton,1,1.0
2020,4,4,6,Vete,Bad Bunny,Bad Bunny,1,18,1,0.024355,Reggaeton,Reggaeton,1,1.0
2020,4,4,7,RITMO (Bad Boys For Life),Black Eyed Peas,J Balvin,2,23,1,0.003945,English pop,English pop,1,1.0
2020,4,4,8,Ignorantes,Bad Bunny,Sech,2,6,1,0.002381,Reggaeton,Reggaeton,1,1.0
2020,4,4,9,Rojo,J Balvin,J Balvin,9,3,0,0.013884,Reggaeton,Reggaeton,1,1.0
2020,4,4,10,Yo Perreo Sola,Bad Bunny,Bad Bunny,7,4,1,0.005952,Reggaeton,Reggaeton,1,1.0
2020,4,4,11,La Santa,Bad Bunny,Daddy Yankee,4,4,1,0.004881,Reggaeton,Reggaeton,1,1.0
2020,4,4,12,Pero Ya No,Bad Bunny,Bad Bunny,6,4,1,0.094392,Reggaeton,Reggaeton,1,1.0
2020,4,4,13,Morado,J Balvin,J Balvin,11,8,1,0.003889,Reggaeton,Reggaeton,1,1.0
2020,4,4,14,Amor Tumbado,Natanael Cano,Natanael Cano,4,10,1,0.002698,Regional Mexicana,Regional Mexicana,1,1.0
2020,4,4,15,Bichiyal,Bad Bunny,Yaviah,9,4,1,0.003061,Reggaeton,Reggaeton,1,1.0
2020,4,4,16,Callaita,Bad Bunny,Tainy,1,43,1,0.006868,Reggaeton,Reggaeton,1,1.0
2020,4,4,17,Azul,J Balvin,J Balvin,17,1,0,0.002902,Reggaeton,Reggaeton,1,1.0
2020,4,4,18,No Me Conoce,Jhay Cortez,J Balvin,3,43,1,0.020705,Reggaeton,Reggaeton,1,1.0
2020,4,4,18,No Me Conoce,Jhay Cortez,Bad Bunny,3,43,1,0.020705,Reggaeton,Reggaeton,1,1.0
2020,4,4,19,Fantasias,Rauw Alejandro,Farruko,14,18,1,0.002484,Reggaeton,Reggaeton,1,1.0
2020,4,4,20,Despacito,Luis Fonsi,Daddy Yankee,1,165,1,0.033631,Spanish Pop,Spanish Pop,1,1.0
2020,4,4,20,Despacito,Luis Fonsi,Justin Bieber,1,165,1,0.005045,Spanish Pop,Spanish Pop,1,1.0
2020,4,4,21,A Tu Merced,Bad Bunny,Bad Bunny,15,4,0,0.003137,Reggaeton,Reggaeton,1,1.0
2020,4,4,22,La Cancion,J Balvin,Bad Bunny,2,38,1,0.003971,Reggaeton,Reggaeton,1,1.0
2020,4,4,23,25/8,Bad Bunny,Bad Bunny,14,4,0,0.003137,Reggaeton,Reggaeton,1,1.0
2020,4,4,24,Solia,Bad Bunny,Bad Bunny,10,4,1,0.003532,Reggaeton,Reggaeton,1,1.0
2020,4,4,25,Esta Cabron Ser Yo,Bad Bunny,Anuel AA,11,4,0,0.002731,Reggaeton,Reggaeton,1,1.0
2020,4,11,1,Yo Perreo Sola,Bad Bunny,Bad Bunny,1,5,1,0.002489,Reggaeton,Reggaeton,1,1.0
2020,4,11,2,Safaera,Bad Bunny,Nengo Flow,2,5,1,0.004348,Reggaeton,Reggaeton,1,1.0
2020,4,11,2,Safaera,Bad Bunny,Jowell-Randy,2,5,1,0.004348,Reggaeton,Reggaeton,1,1.0
2020,4,11,3,Si Veo A Tu Mama,Bad Bunny,Bad Bunny,1,5,1,0.01,Reggaeton,Reggaeton,1,1.0
2020,4,11,4,La Dificil,Bad Bunny,Bad Bunny,1,5,1,0.002696,Reggaeton,Reggaeton,1,1.0
2020,4,11,5,Vete,Bad Bunny,Bad Bunny,1,19,1,0.008,Reggaeton,Reggaeton,1,1.0
2020,4,11,6,Tusa,Karol G,Nicki Minaj,1,21,1,0.006236,Reggaeton,Reggaeton,0,0.0
2020,4,11,7,Ignorantes,Bad Bunny,Sech,2,7,1,0.002381,Reggaeton,Reggaeton,1,1.0
2020,4,11,8,La Santa,Bad Bunny,Daddy Yankee,4,5,1,0.004881,Reggaeton,Reggaeton,1,1.0
2020,4,11,9,RITMO (Bad Boys For Life),Black Eyed Peas,J Balvin,2,24,1,0.003945,English pop,English pop,1,1.0
2020,4,11,10,Rojo,J Balvin,J Balvin,9,4,0,0.013884,Reggaeton,Reggaeton,1,1.0
2020,4,11,11,Pero Ya No,Bad Bunny,Bad Bunny,6,5,1,0.094392,Reggaeton,Reggaeton,1,1.0
2020,4,11,12,Callaita,Bad Bunny,Tainy,1,44,1,0.006868,Reggaeton,Reggaeton,1,1.0
2020,4,11,13,Amor Tumbado,Natanael Cano,Natanael Cano,4,11,1,0.002698,Regional Mexicana,Regional Mexicana,1,1.0
2020,4,11,14,Bichiyal,Bad Bunny,Yaviah,9,5,1,0.003061,Reggaeton,Reggaeton,1,1.0
2020,4,11,15,Amarillo,J Balvin,J Balvin,5,2,0,0.002698,Reggaeton,Reggaeton,1,1.0
2020,4,11,16,No Me Conoce,Jhay Cortez,J Balvin,3,44,1,0.020705,Reggaeton,Reggaeton,1,1.0
2020,4,11,16,No Me Conoce,Jhay Cortez,Bad Bunny,3,44,1,0.020705,Reggaeton,Reggaeton,1,1.0
2020,4,11,17,Despacito,Luis Fonsi,Justin Bieber,1,166,1,0.005045,Spanish Pop,Spanish Pop,1,1.0
2020,4,11,17,Despacito,Luis Fonsi,Daddy Yankee,1,166,1,0.005045,Spanish Pop,Spanish Pop,1,1.0
2020,4,11,18,La Cancion,J Balvin,Bad Bunny,2,39,1,0.003971,Reggaeton,Reggaeton,1,1.0
2020,4,11,19,Fantasias,Rauw Alejandro,Farruko,14,19,1,0.002484,Reggaeton,Reggaeton,1,1.0
2020,4,11,20,A Tu Merced,Bad Bunny,Bad Bunny,15,5,0,0.003137,Reggaeton,Reggaeton,1,1.0
2020,4,11,21,Te Bote,Casper Magico,Bad Bunny,1,97,1,0.014233,Reggaeton,Reggaeton,1,1.0
2020,4,11,21,Te Bote,Casper Magico,Ozuna,1,97,1,0.014233,Reggaeton,Reggaeton,1,1.0
2020,4,11,21,Te Bote,Casper Magico,Nicky Jam,1,97,1,0.002381,Reggaeton,Reggaeton,1,1.0
2020,4,11,21,Te Bote,Casper Magico,Darell,1,97,1,0.002381,Reggaeton,Reggaeton,1,1.0
2020,4,11,21,Te Bote,Casper Magico,Nio Garcia,1,97,1,0.002381,Reggaeton,Reggaeton,1,1.0
2020,4,11,22,China,Anuel AA,Daddy Yankee,1,33,1,0.002381,Reggaeton,Reggaeton,1,1.0
2020,4,11,22,China,Anuel AA,J Balvin,1,33,1,0.002381,Reggaeton,Reggaeton,1,1.0
2020,4,11,22,China,Anuel AA,Karol G,1,33,1,0.002381,Reggaeton,Reggaeton,1,0.0
2020,4,11,22,China,Anuel AA,Ozuna,1,33,1,0.002381,Reggaeton,Reggaeton,1,1.0
2020,4,11,23,Solia,Bad Bunny,Bad Bunny,10,5,1,0.003532,Reggaeton,Reggaeton,1,1.0
2020,4,11,24,25/8,Bad Bunny,Bad Bunny,14,5,0,0.003137,Reggaeton,Reggaeton,1,1.0
2020,4,11,25,Morado,J Balvin,J Balvin,11,9,1,0.003889,Reggaeton,Reggaeton,1,1.0
2020,4,18,1,Yo Perreo Sola,Bad Bunny,Bad Bunny,1,6,1,0.005725,Reggaeton,Reggaeton,1,1.0
2020,4,18,2,Safaera,Bad Bunny,Nengo Flow,2,6,1,0.006571,Reggaeton,Reggaeton,1,1.0
2020,4,18,2,Safaera,Bad Bunny,Jowell-Randy,2,6,1,0.006571,Reggaeton,Reggaeton,1,1.0
2020,4,18,3,Si Veo A Tu Mama,Bad Bunny,Bad Bunny,1,6,1,0.014857,Reggaeton,Reggaeton,1,1.0
2020,4,18,4,La Dificil,Bad Bunny,Bad Bunny,1,6,1,0.002696,Reggaeton,Reggaeton,1,1.0
2020,4,18,5,Tusa,Karol G,Nicki Minaj,1,22,1,0.006236,Reggaeton,Reggaeton,0,0.0
2020,4,18,6,Vete,Bad Bunny,Bad Bunny,1,20,1,0.002381,Reggaeton,Reggaeton,1,1.0
2020,4,18,7,Cayendo (Side A Acoustic),Frank Ocean,Frank Ocean,7,1,0,0.002381,Rap/Hip-Hop/R&B,Rap/Hip-Hop/R&B,1,1.0
2020,4,18,8,RITMO (Bad Boys For Life),Black Eyed Peas,J Balvin,2,25,1,0.005238,English pop,English pop,1,1.0
2020,4,18,9,Ignorantes,Bad Bunny,Sech,2,8,1,0.002381,Reggaeton,Reggaeton,1,1.0
2020,4,18,10,La Santa,Bad Bunny,Daddy Yankee,4,6,1,0.004881,Reggaeton,Reggaeton,1,1.0
2020,4,18,11,Follow,Karol G,Anuel AA,11,1,0,0.002381,Reggaeton,Reggaeton,0,1.0
2020,4,18,12,Callaita,Bad Bunny,Tainy,1,45,1,0.006868,Reggaeton,Reggaeton,1,1.0
2020,4,18,13,Amor Tumbado,Natanael Cano,Natanael Cano,4,12,1,0.002698,Regional Mexicana,Regional Mexicana,1,1.0
2020,4,18,14,Despacito,Luis Fonsi,Justin Bieber,1,167,1,0.005045,Spanish Pop,Spanish Pop,1,1.0
2020,4,18,14,Despacito,Luis Fonsi,Daddy Yankee,1,167,1,0.005045,Spanish Pop,Spanish Pop,1,1.0
2020,4,18,15,Rojo,J Balvin,J Balvin,9,5,0,0.013884,Reggaeton,Reggaeton,1,1.0
2020,4,18,16,No Me Conoce,Jhay Cortez,J Balvin,3,45,1,0.020705,Reggaeton,Reggaeton,1,1.0
2020,4,18,16,No Me Conoce,Jhay Cortez,Bad Bunny,3,45,1,0.020705,Reggaeton,Reggaeton,1,1.0
2020,4,18,17,Pero Ya No,Bad Bunny,Bad Bunny,6,6,1,0.094392,Reggaeton,Reggaeton,1,1.0
2020,4,18,18,La Cancion,J Balvin,Bad Bunny,2,40,1,0.003971,Reggaeton,Reggaeton,1,1.0
2020,4,18,19,Fantasias,Rauw Alejandro,Farruko,14,20,1,0.002484,Reggaeton,Reggaeton,1,1.0
2020,4,18,20,Te Bote,Casper Magico,Bad Bunny,1,98,1,0.00246,Reggaeton,Reggaeton,1,1.0
2020,4,18,20,Te Bote,Casper Magico,Ozuna,1,98,1,0.002381,Reggaeton,Reggaeton,1,1.0
2020,4,18,20,Te Bote,Casper Magico,Nicky Jam,1,98,1,0.002381,Reggaeton,Reggaeton,1,1.0
2020,4,18,20,Te Bote,Casper Magico,Darell,1,98,1,0.002381,Reggaeton,Reggaeton,1,1.0
2020,4,18,20,Te Bote,Casper Magico,Nio Garcia,1,98,1,0.002381,Reggaeton,Reggaeton,1,1.0
2020,4,18,21,Bichiyal,Bad Bunny,Yaviah,9,6,1,0.003061,Reggaeton,Reggaeton,1,1.0
2020,4,18,22,Amarillo,J Balvin,J Balvin,5,3,0,0.002698,Reggaeton,Reggaeton,1,1.0
2020,4,18,23,Sigues Con El,Arcangel,Sech,11,11,1,0.023024,Reggaeton,Reggaeton,1,1.0
2020,4,18,24,China,Anuel AA,J Balvin,1,34,1,0.002381,Reggaeton,Reggaeton,1,1.0
2020,4,18,24,China,Anuel AA,Karol G,1,34,1,0.002381,Reggaeton,Reggaeton,1,0.0
2020,4,18,24,China,Anuel AA,Daddy Yankee,1,34,1,0.002381,Reggaeton,Reggaeton,1,1.0
2020,4,18,24,China,Anuel AA,Ozuna,1,34,1,0.002381,Reggaeton,Reggaeton,1,1.0
2020,4,18,25,Otro Trago,Sech,Ozuna,1,44,1,0.003766,Reggaeton,Reggaeton,1,1.0
2020,4,18,25,Otro Trago,Sech,Anuel AA,1,44,1,0.003766,Reggaeton,Reggaeton,1,1.0
2020,4,18,25,Otro Trago,Sech,Nicky Jam,1,44,1,0.003766,Reggaeton,Reggaeton,1,1.0
2020,4,18,25,Otro Trago,Sech,Darell,1,44,1,0.002381,Reggaeton,Reggaeton,1,1.0
2020,4,25,1,Yo Perreo Sola,Bad Bunny,Bad Bunny,1,7,1,0.005678,Reggaeton,Reggaeton,1,1.0
2020,4,25,2,Safaera,Bad Bunny,Nengo Flow,2,7,1,0.006571,Reggaeton,Reggaeton,1,1.0
2020,4,25,2,Safaera,Bad Bunny,Jowell-Randy,2,7,1,0.006571,Reggaeton,Reggaeton,1,1.0
2020,4,25,3,Sigues Con El,Arcangel,Sech,3,12,1,0.023024,Reggaeton,Reggaeton,1,1.0
2020,4,25,4,Si Veo A Tu Mama,Bad Bunny,Bad Bunny,1,7,1,0.014857,Reggaeton,Reggaeton,1,1.0
2020,4,25,5,Tusa,Karol G,Nicki Minaj,1,23,1,0.002489,Reggaeton,Reggaeton,0,0.0
2020,4,25,6,La Dificil,Bad Bunny,Bad Bunny,1,7,1,0.002696,Reggaeton,Reggaeton,1,1.0
2020,4,25,7,Vete,Bad Bunny,Bad Bunny,1,21,1,0.004762,Reggaeton,Reggaeton,1,1.0
2020,4,25,8,RITMO (Bad Boys For Life),Black Eyed Peas,J Balvin,2,26,1,0.005238,English pop,English pop,1,1.0
2020,4,25,9,Ignorantes,Bad Bunny,Sech,2,9,1,0.002381,Reggaeton,Reggaeton,1,1.0
2020,4,25,10,La Santa,Bad Bunny,Daddy Yankee,4,7,1,0.004881,Reggaeton,Reggaeton,1,1.0
2020,4,25,11,Callaita,Bad Bunny,Tainy,1,46,1,0.006868,Reggaeton,Reggaeton,1,1.0
2020,4,25,12,No Me Conoce,Jhay Cortez,J Balvin,3,46,1,0.020705,Reggaeton,Reggaeton,1,1.0
2020,4,25,12,No Me Conoce,Jhay Cortez,Bad Bunny,3,46,1,0.020705,Reggaeton,Reggaeton,1,1.0
2020,4,25,13,Amor Tumbado,Natanael Cano,Natanael Cano,4,13,1,0.002698,Regional Mexicana,Regional Mexicana,1,1.0
2020,4,25,14,Despacito,Luis Fonsi,Justin Bieber,1,168,1,0.045813,Spanish Pop,Spanish Pop,1,1.0
2020,4,25,14,Despacito,Luis Fonsi,Daddy Yankee,1,168,1,0.045813,Spanish Pop,Spanish Pop,1,1.0
2020,4,25,15,Te Bote,Casper Magico,Ozuna,1,99,1,0.002381,Reggaeton,Reggaeton,1,1.0
2020,4,25,15,Te Bote,Casper Magico,Nicky Jam,1,99,1,0.00246,Reggaeton,Reggaeton,1,1.0
2020,4,25,15,Te Bote,Casper Magico,Bad Bunny,1,99,1,0.00246,Reggaeton,Reggaeton,1,1.0
2020,4,25,15,Te Bote,Casper Magico,Darell,1,99,1,0.00246,Reggaeton,Reggaeton,1,1.0
2020,4,25,15,Te Bote,Casper Magico,Nio Garcia,1,99,1,0.00246,Reggaeton,Reggaeton,1,1.0
2020,4,25,16,Con Tus Besos,Eslabon Armado,Eslabon Armado,16,1,0,0.002845,Regional Mexicana,Regional Mexicana,1,1.0
2020,4,25,17,La Cancion,J Balvin,Bad Bunny,2,41,1,0.003971,Reggaeton,Reggaeton,1,1.0
2020,4,25,18,Fantasias,Rauw Alejandro,Farruko,14,21,1,0.002484,Reggaeton,Reggaeton,1,1.0
2020,4,25,19,Rojo,J Balvin,J Balvin,9,6,0,0.013884,Reggaeton,Reggaeton,1,1.0
2020,4,25,20,Otro Trago,Sech,Darell,1,45,1,0.003766,Reggaeton,Reggaeton,1,1.0
2020,4,25,20,Otro Trago,Sech,Nicky Jam,1,45,1,0.003766,Reggaeton,Reggaeton,1,1.0
2020,4,25,20,Otro Trago,Sech,Ozuna,1,45,1,0.003766,Reggaeton,Reggaeton,1,1.0
2020,4,25,20,Otro Trago,Sech,Anuel AA,1,45,1,0.003766,Reggaeton,Reggaeton,1,1.0
2020,4,25,21,Mi Gente,J Balvin,Willy William,1,140,1,0.002656,Reggaeton,Reggaeton,1,1.0
2020,4,25,21,Mi Gente,J Balvin,Beyonce,1,140,1,0.012153,Reggaeton,Reggaeton,1,0.0
2020,4,25,22,Pero Ya No,Bad Bunny,Bad Bunny,6,7,1,0.094392,Reggaeton,Reggaeton,1,1.0
2020,4,25,23,China,Anuel AA,J Balvin,1,35,1,0.002381,Reggaeton,Reggaeton,1,1.0
2020,4,25,23,China,Anuel AA,Ozuna,1,35,1,0.002381,Reggaeton,Reggaeton,1,1.0
2020,4,25,23,China,Anuel AA,Karol G,1,35,1,0.002845,Reggaeton,Reggaeton,1,0.0
2020,4,25,23,China,Anuel AA,Daddy Yankee,1,35,1,0.002845,Reggaeton,Reggaeton,1,1.0
2020,4,25,24,Amarillo,J Balvin,J Balvin,5,4,0,0.002698,Reggaeton,Reggaeton,1,1.0
2020,4,25,25,MIA,Bad Bunny,Drake,1,73,1,0.020148,Reggaeton,Reggaeton,1,1.0
2020,5,2,1,Yo Perreo Sola,Bad Bunny,Bad Bunny,1,8,1,0.002381,Reggaeton,Reggaeton,1,1.0
2020,5,2,2,Safaera,Bad Bunny,Jowell-Randy,2,8,1,0.006571,Reggaeton,Reggaeton,1,1.0
2020,5,2,2,Safaera,Bad Bunny,Nengo Flow,2,8,1,0.006571,Reggaeton,Reggaeton,1,1.0
2020,5,2,3,Si Veo A Tu Mama,Bad Bunny,Bad Bunny,1,8,1,0.01,Reggaeton,Reggaeton,1,1.0
2020,5,2,4,Tusa,Karol G,Nicki Minaj,1,24,1,0.002489,Reggaeton,Reggaeton,0,0.0
2020,5,2,5,Sigues Con El,Arcangel,Sech,3,13,1,0.023024,Reggaeton,Reggaeton,1,1.0
2020,5,2,6,Vete,Bad Bunny,Bad Bunny,1,22,1,0.024355,Reggaeton,Reggaeton,1,1.0
2020,5,2,7,La Dificil,Bad Bunny,Bad Bunny,1,8,1,0.002696,Reggaeton,Reggaeton,1,1.0
2020,5,2,8,RITMO (Bad Boys For Life),Black Eyed Peas,J Balvin,2,27,1,0.005238,English pop,English pop,1,1.0
2020,5,2,9,Ignorantes,Bad Bunny,Sech,2,10,1,0.002381,Reggaeton,Reggaeton,1,1.0
2020,5,2,10,Callaita,Bad Bunny,Tainy,1,47,1,0.003061,Reggaeton,Reggaeton,1,1.0
2020,5,2,11,La Santa,Bad Bunny,Daddy Yankee,4,8,1,0.004881,Reggaeton,Reggaeton,1,1.0
2020,5,2,12,Despacito,Luis Fonsi,Daddy Yankee,1,169,1,0.033631,Spanish Pop,Spanish Pop,1,1.0
2020,5,2,12,Despacito,Luis Fonsi,Justin Bieber,1,169,1,0.033631,Spanish Pop,Spanish Pop,1,1.0
2020,5,2,13,No Me Conoce,Jhay Cortez,J Balvin,3,47,1,0.020705,Reggaeton,Reggaeton,1,1.0
2020,5,2,13,No Me Conoce,Jhay Cortez,Bad Bunny,3,47,1,0.020705,Reggaeton,Reggaeton,1,1.0
2020,5,2,14,Te Bote,Casper Magico,Nicky Jam,1,100,1,0.015198,Reggaeton,Reggaeton,1,1.0
2020,5,2,14,Te Bote,Casper Magico,Ozuna,1,100,1,0.015198,Reggaeton,Reggaeton,1,1.0
2020,5,2,14,Te Bote,Casper Magico,Bad Bunny,1,100,1,0.015198,Reggaeton,Reggaeton,1,1.0
2020,5,2,14,Te Bote,Casper Magico,Darell,1,100,1,0.014233,Reggaeton,Reggaeton,1,1.0
2020,5,2,14,Te Bote,Casper Magico,Nio Garcia,1,100,1,0.002381,Reggaeton,Reggaeton,1,1.0
2020,5,2,15,No Me Ame,Rvssian,Anuel AA,15,1,0,0.004762,Reggaeton,Reggaeton,1,1.0
2020,5,2,15,No Me Ame,Rvssian,Juice WRLD,15,1,0,0.004762,Reggaeton,Reggaeton,1,1.0
2020,5,2,16,Amor Tumbado,Natanael Cano,Natanael Cano,4,14,1,0.002698,Regional Mexicana,Regional Mexicana,1,1.0
2020,5,2,17,La Cancion,J Balvin,Bad Bunny,2,42,1,0.003971,Reggaeton,Reggaeton,1,1.0
2020,5,2,18,Fantasias,Rauw Alejandro,Farruko,14,22,1,0.002484,Reggaeton,Reggaeton,1,1.0
2020,5,2,19,Otro Trago,Sech,Ozuna,1,46,1,0.003766,Reggaeton,Reggaeton,1,1.0
2020,5,2,19,Otro Trago,Sech,Anuel AA,1,46,1,0.003766,Reggaeton,Reggaeton,1,1.0
2020,5,2,19,Otro Trago,Sech,Nicky Jam,1,46,1,0.003766,Reggaeton,Reggaeton,1,1.0
